state_name,state_abbreviation,county_name,county_fips_code,studyyear,female_unemployed_rate,male_unemployed_rate,2022_med_household_inc,population,poverty_rate,1_breadwinner_hh,2_breadwinners_hh,avg_centrebased_care_price,avg_family_childcare_price
Arizona,AZ,Cochise County,4003,2022,6.7,6.9,58421,125504,14.7,14119,7743,170.33181818181816,173.4090909090909
Arizona,AZ,Coconino County,4005,2018,7.2,7.9,67987,140217,18.9,13378,10669,161.5090909090909,125.0
Arizona,AZ,Coconino County,4005,2019,7.9,7.3,68974,141274,17.6,13869,10302,168.06272727272724,132.38636363636363
Arizona,AZ,Coconino County,4005,2020,7.8,8.4,67850,142254,17.1,14395,9857,174.62000000000006,139.77272727272728
Arizona,AZ,Coconino County,4005,2021,8.1,7.5,67458,144942,17.6,13970,10687,181.1736363636364,147.1590909090909
Arizona,AZ,Coconino County,4005,2022,7.5,6.5,67266,144705,16.9,14989,9769,187.72727272727272,154.54545454545453
Arizona,AZ,Gila County,4007,2018,9.8,10.4,49669,53400,22.5,5538,2620,153.1818181818182,126.36363636363636
Arizona,AZ,Gila County,4007,2019,8.9,8.7,50488,53546,21.6,5821,2463,158.38636363636363,139.71818181818182
Arizona,AZ,Gila County,4007,2020,6.0,6.7,53943,53846,20.0,5353,2838,163.58727272727276,153.0690909090909
Arizona,AZ,Gila County,4007,2021,6.4,8.2,56033,53211,19.8,5380,2721,168.79,166.4236363636364
Arizona,AZ,Gila County,4007,2022,6.5,7.4,55242,53419,19.0,5168,2790,173.99090909090913,179.77272727272728
Arizona,AZ,Graham County,4009,2018,8.1,10.6,60595,37879,21.3,5463,2964,139.1818181818182,100.0
Arizona,AZ,Graham County,4009,2019,8.0,8.6,59569,37996,22.6,5458,2759,146.97090909090912,118.35363636363635
Arizona,AZ,Graham County,4009,2020,6.8,7.0,64047,38304,21.2,5112,2725,154.76000000000002,136.70454545454547
Arizona,AZ,Graham County,4009,2021,5.7,6.1,62244,38145,20.0,5033,2627,162.54454545454544,155.0581818181818
Arizona,AZ,Graham County,4009,2022,5.1,6.7,64089,38453,17.7,4732,2991,170.33181818181816,173.4090909090909
Arizona,AZ,Greenlee County,4011,2018,12.3,3.5,71935,9504,11.9,1429,451,139.1818181818182,100.0
Arizona,AZ,Greenlee County,4011,2019,6.4,5.2,73629,9522,13.3,1276,583,146.97090909090912,118.35363636363635
Arizona,AZ,Greenlee County,4011,2020,1.7,3.5,76323,9465,13.3,1072,665,154.76000000000002,136.70454545454547
Arizona,AZ,Greenlee County,4011,2021,3.0,3.9,73818,9542,11.6,1198,698,162.54454545454544,155.0581818181818
Arizona,AZ,Greenlee County,4011,2022,3.1,2.9,73756,9483,12.8,1330,674,170.33181818181816,173.4090909090909
Arizona,AZ,La Paz County,4012,2018,9.9,6.4,39333,20701,22.1,1675,857,134.77272727272728,88.63636363636364
Arizona,AZ,La Paz County,4012,2019,11.6,6.9,40186,20793,22.4,1720,705,141.87636363636364,110.22727272727273
Arizona,AZ,La Paz County,4012,2020,11.7,6.6,40199,21035,22.9,1573,808,148.97727272727272,131.8181818181818
Arizona,AZ,La Paz County,4012,2021,10.4,5.5,43308,16845,20.2,1218,657,156.08090909090907,153.4090909090909
Arizona,AZ,La Paz County,4012,2022,13.2,8.6,46634,16681,21.0,1099,716,163.1818181818182,175.0
Arizona,AZ,Maricopa County,4013,2018,5.4,5.6,72695,4253913,14.7,521687,362574,189.0909090909091,99.67727272727274
Arizona,AZ,Maricopa County,4013,2019,5.0,5.1,74783,4328810,13.8,519696,369302,197.77363636363637,117.68181818181816
Arizona,AZ,Maricopa County,4013,2020,5.1,5.1,77969,4412779,12.7,513855,373664,206.45454545454547,135.6918181818182
Arizona,AZ,Maricopa County,4013,2021,5.1,4.9,79509,4367186,12.0,504221,373249,215.13727272727274,153.6954545454545
Arizona,AZ,Maricopa County,4013,2022,5.0,4.6,80675,4430871,11.5,493042,374187,223.8181818181818,171.70000000000002
Arizona,AZ,Mohave County,4015,2018,7.9,9.8,51054,206064,17.5,17534,10124,134.77272727272728,88.63636363636364
Arizona,AZ,Mohave County,4015,2019,6.8,9.1,52881,207695,16.4,17768,9792,141.87636363636364,110.22727272727273
Arizona,AZ,Mohave County,4015,2020,6.2,8.9,54839,210998,16.2,17072,10799,148.97727272727272,131.8181818181818
Arizona,AZ,Mohave County,4015,2021,6.6,8.1,54214,211274,16.0,17371,10547,156.08090909090907,153.4090909090909
Arizona,AZ,Mohave County,4015,2022,6.6,8.2,53592,214229,16.0,16812,10506,163.1818181818182,175.0
Arizona,AZ,Navajo County,4017,2018,12.7,16.8,47264,108705,28.5,16903,6764,161.5090909090909,125.0
Arizona,AZ,Navajo County,4017,2019,10.6,14.7,46478,109270,27.9,17256,6156,168.06272727272724,132.38636363636363
Arizona,AZ,Navajo County,4017,2020,9.2,12.8,49611,110271,25.3,16077,6897,174.62000000000006,139.77272727272728
Arizona,AZ,Navajo County,4017,2021,8.1,12.7,50277,106609,25.5,15022,6875,181.1736363636364,147.1590909090909
Arizona,AZ,Navajo County,4017,2022,7.5,11.7,50335,107110,25.5,13959,7572,187.72727272727272,154.54545454545453
Arizona,AZ,Pima County,4019,2018,8.0,7.2,60224,1019722,17.8,112025,71071,180.88181818181815,124.02727272727272
Arizona,AZ,Pima County,4019,2019,7.4,6.6,61920,1027207,16.8,110112,70891,185.0454545454545,136.7709090909091
Arizona,AZ,Pima County,4019,2020,6.9,6.8,63276,1038476,15.9,108196,71330,189.2136363636364,149.51363636363638
Arizona,AZ,Pima County,4019,2021,6.6,5.9,64544,1035063,15.1,104922,73836,193.37363636363636,162.25727272727272
Arizona,AZ,Pima County,4019,2022,6.0,5.7,64323,1042393,14.9,102447,71812,197.53636363636363,175.0
Arizona,AZ,Pinal County,4021,2018,7.4,8.2,65549,419721,14.2,47866,33753,153.1818181818182,126.36363636363636
Arizona,AZ,Pinal County,4021,2019,6.7,7.4,67482,432793,13.2,49361,34722,158.38636363636363,139.71818181818182
Arizona,AZ,Pinal County,4021,2020,7.2,7.0,70113,447559,12.1,49908,34975,163.58727272727276,153.0690909090909
Arizona,AZ,Pinal County,4021,2021,6.6,6.1,71382,420625,11.4,46293,32633,168.79,166.4236363636364
Arizona,AZ,Pinal County,4021,2022,6.8,6.1,73313,433338,11.3,46460,33189,173.99090909090913,179.77272727272728
Arizona,AZ,Santa Cruz County,4023,2018,11.6,5.5,47751,46584,24.0,8200,2950,139.1818181818182,100.0
Arizona,AZ,Santa Cruz County,4023,2019,9.6,6.0,47860,46480,23.3,8129,2937,146.97090909090912,118.35363636363635
Arizona,AZ,Santa Cruz County,4023,2020,8.8,8.0,47638,46594,21.5,7608,3274,154.76000000000002,136.70454545454547
Arizona,AZ,Santa Cruz County,4023,2021,9.8,9.9,49147,47463,21.6,7587,3382,162.54454545454544,155.0581818181818
Arizona,AZ,Santa Cruz County,4023,2022,9.0,10.6,51885,47838,20.2,7478,3206,170.33181818181816,173.4090909090909
Arizona,AZ,Yavapai County,4025,2018,6.6,6.8,59212,224645,14.0,17746,13203,161.5090909090909,125.0
Arizona,AZ,Yavapai County,4025,2019,5.7,5.8,60843,228067,13.0,17188,13561,168.06272727272724,132.38636363636363
Arizona,AZ,Yavapai County,4025,2020,5.6,6.1,61328,232396,12.6,15878,14253,174.62000000000006,139.77272727272728
Arizona,AZ,Yavapai County,4025,2021,5.0,5.9,61225,233789,12.5,17191,13249,181.1736363636364,147.1590909090909
Arizona,AZ,Yavapai County,4025,2022,4.3,5.4,62430,237830,12.3,16745,13028,187.72727272727272,154.54545454545453
Arizona,AZ,Yuma County,4027,2018,10.7,9.3,51988,207829,20.1,28639,17393,134.77272727272728,88.63636363636364
Arizona,AZ,Yuma County,4027,2019,10.7,9.5,52482,209468,19.4,29610,15988,141.87636363636364,110.22727272727273
Arizona,AZ,Yuma County,4027,2020,8.9,8.5,56109,211931,18.2,29446,15633,148.97727272727272,131.8181818181818
Arizona,AZ,Yuma County,4027,2021,9.3,7.7,57294,202944,18.3,28896,14988,156.08090909090907,153.4090909090909
Arizona,AZ,Yuma County,4027,2022,9.0,7.7,56439,204374,17.5,28900,14656,163.1818181818182,175.0
Arkansas,AR,Arkansas County,5001,2018,5.7,6.8,46570,18124,20.0,1912,1440,93.05818181818182,85.62727272727273
Arkansas,AR,Arkansas County,5001,2019,5.1,6.5,54167,17914,17.3,1925,1383,94.54545454545455,87.5
Arkansas,AR,Arkansas County,5001,2020,5.8,3.8,58650,17761,16.0,1534,1609,96.03545454545453,89.37727272727273
Arkansas,AR,Arkansas County,5001,2021,5.8,2.8,59974,17273,16.4,1365,1755,97.52272727272727,91.25
Arkansas,AR,Arkansas County,5001,2022,8.0,5.2,58695,17024,16.8,1544,1639,103.92932551319649,91.31438905180842
Arkansas,AR,Ashley County,5003,2018,8.7,5.2,46769,20537,20.2,2548,1514,93.05818181818182,85.62727272727273
Arkansas,AR,Ashley County,5003,2019,6.9,4.1,51903,20270,16.7,2318,1808,94.54545454545455,87.5
Arkansas,AR,Ashley County,5003,2020,4.4,4.6,50141,20000,16.2,2358,1568,96.03545454545453,89.37727272727273
Arkansas,AR,Ashley County,5003,2021,5.4,4.7,46524,19362,20.6,2433,1361,97.52272727272727,91.25
Arkansas,AR,Ashley County,5003,2022,6.4,5.6,44804,19018,23.3,2281,1378,103.92932551319649,91.31438905180842
Arkansas,AR,Baxter County,5005,2018,4.3,4.4,48948,41219,14.0,3093,2666,93.05818181818182,85.62727272727273
Arkansas,AR,Baxter County,5005,2019,4.4,4.8,49022,41427,13.1,2957,2723,94.54545454545455,87.5
Arkansas,AR,Baxter County,5005,2020,6.0,4.9,50030,41673,12.7,3304,2653,96.03545454545453,89.37727272727273
Arkansas,AR,Baxter County,5005,2021,5.3,5.4,47448,41476,14.0,3135,2945,97.52272727272727,91.25
Arkansas,AR,Baxter County,5005,2022,4.8,5.4,47403,41801,13.5,3018,3164,103.92932551319649,91.31438905180842
Arkansas,AR,Benton County,5007,2018,2.6,2.8,75686,258980,9.9,31078,31289,123.39,97.72727272727273
Arkansas,AR,Benton County,5007,2019,2.4,2.4,76980,265759,9.4,32451,31326,126.94545454545455,99.0909090909091
Arkansas,AR,Benton County,5007,2020,2.6,2.5,82289,273510,8.6,32602,32405,130.5009090909091,100.45454545454545
Arkansas,AR,Benton County,5007,2021,2.8,3.2,83807,278774,8.1,32722,32498,134.0563636363636,101.81818181818181
Arkansas,AR,Benton County,5007,2022,2.7,3.0,85269,286528,7.9,33398,32037,103.92932551319649,91.31438905180842
Arkansas,AR,Boone County,5009,2018,4.3,4.4,51049,37288,14.9,3132,3433,93.05818181818182,85.62727272727273
Arkansas,AR,Boone County,5009,2019,5.5,3.7,52634,37331,14.7,3099,3614,94.54545454545455,87.5
Arkansas,AR,Boone County,5009,2020,5.3,3.7,53351,37525,13.7,2662,3927,96.03545454545453,89.37727272727273
Arkansas,AR,Boone County,5009,2021,5.0,4.3,53001,37445,13.3,2933,3935,97.52272727272727,91.25
Arkansas,AR,Boone County,5009,2022,5.1,3.8,52275,37662,13.2,3140,3795,103.92932551319649,91.31438905180842
Arkansas,AR,Bradley County,5011,2018,10.9,5.5,46622,10948,23.2,1483,684,93.05818181818182,85.62727272727273
Arkansas,AR,Bradley County,5011,2019,10.9,4.7,50093,10874,20.5,1553,619,94.54545454545455,87.5
Arkansas,AR,Bradley County,5011,2020,7.9,3.7,48079,10805,15.7,1432,734,96.03545454545453,89.37727272727273
Arkansas,AR,Bradley County,5011,2021,8.1,2.8,45749,10597,14.8,1673,556,97.52272727272727,91.25
Arkansas,AR,Bradley County,5011,2022,9.3,2.1,43688,10461,15.2,1588,606,103.92932551319649,91.31438905180842
Arkansas,AR,Calhoun County,5013,2018,6.2,6.1,51946,5202,15.6,571,327,93.05818181818182,85.62727272727273
Arkansas,AR,Calhoun County,5013,2019,6.1,3.1,53844,5192,13.4,472,356,103.92932551319649,91.31438905180842
Arkansas,AR,Calhoun County,5013,2020,13.6,4.0,58007,5160,12.8,400,428,103.92932551319649,91.31438905180842
Arkansas,AR,Calhoun County,5013,2021,15.9,4.2,60935,4811,9.9,309,466,103.92932551319649,91.31438905180842
Arkansas,AR,Calhoun County,5013,2022,15.7,4.2,60237,4773,12.5,344,436,103.92932551319649,91.31438905180842
Arkansas,AR,Carroll County,5015,2018,5.0,4.5,51336,27887,15.0,2494,2859,93.05818181818182,85.62727272727273
Arkansas,AR,Carroll County,5015,2019,3.2,4.1,53488,27965,14.8,2256,3113,94.54545454545455,87.5
Arkansas,AR,Carroll County,5015,2020,3.2,5.5,55486,28062,15.2,2519,2997,96.03545454545453,89.37727272727273
Arkansas,AR,Carroll County,5015,2021,2.6,5.2,58169,28154,14.3,2910,2661,97.52272727272727,91.25
Arkansas,AR,Carroll County,5015,2022,2.1,3.9,56826,28362,15.4,3263,2432,103.92932551319649,91.31438905180842
Arkansas,AR,Chicot County,5017,2018,8.7,10.8,39000,10826,29.2,1444,716,93.05818181818182,85.62727272727273
Arkansas,AR,Chicot County,5017,2019,7.4,12.5,39611,10615,28.9,1470,550,94.54545454545455,87.5
Arkansas,AR,Chicot County,5017,2020,10.1,11.7,38551,10433,28.2,1534,404,96.03545454545453,89.37727272727273
Arkansas,AR,Chicot County,5017,2021,13.1,15.2,36809,10405,29.6,1542,412,97.52272727272727,91.25
Arkansas,AR,Chicot County,5017,2022,11.6,10.1,36593,10234,27.4,1464,353,103.92932551319649,91.31438905180842
Arkansas,AR,Clark County,5019,2018,1.8,3.6,46907,22385,19.8,2123,1526,93.05818181818182,85.62727272727273
Arkansas,AR,Clark County,5019,2019,1.1,2.9,48279,22386,20.3,2226,1496,94.54545454545455,87.5
Arkansas,AR,Clark County,5019,2020,2.6,4.5,45425,22341,20.9,2119,1535,96.03545454545453,89.37727272727273
Arkansas,AR,Clark County,5019,2021,4.1,3.3,49433,21569,20.4,2124,1450,97.52272727272727,91.25
Arkansas,AR,Clark County,5019,2022,3.5,4.6,48071,21469,20.0,2031,1569,103.92932551319649,91.31438905180842
Arkansas,AR,Clay County,5021,2018,2.3,7.5,40043,15061,22.6,1430,1145,93.05818181818182,85.62727272727273
Arkansas,AR,Clay County,5021,2019,2.6,7.4,43190,14889,21.1,1234,1193,94.54545454545455,87.5
Arkansas,AR,Clay County,5021,2020,3.5,8.0,43623,14710,20.4,1241,1068,96.03545454545453,89.37727272727273
Arkansas,AR,Clay County,5021,2021,4.8,8.0,43401,14661,18.8,1208,1157,97.52272727272727,91.25
Arkansas,AR,Clay County,5021,2022,4.1,7.0,44685,14537,19.4,1089,1036,103.92932551319649,91.31438905180842
Arkansas,AR,Cleburne County,5023,2018,4.8,4.6,51201,25230,14.6,2236,1702,93.05818181818182,85.62727272727273
Arkansas,AR,Cleburne County,5023,2019,4.0,4.5,51600,25100,14.0,2226,1767,94.54545454545455,87.5
Arkansas,AR,Cleburne County,5023,2020,3.9,6.1,52397,25063,14.3,2148,1722,96.03545454545453,89.37727272727273
Arkansas,AR,Cleburne County,5023,2021,3.2,8.8,52756,24848,15.1,1939,1937,97.52272727272727,91.25
Arkansas,AR,Cleburne County,5023,2022,3.1,8.3,52780,24948,14.1,1723,1832,103.92932551319649,91.31438905180842
Arkansas,AR,Cleveland County,5025,2018,5.2,5.7,50103,8226,19.4,979,681,123.84363636363636,98.4090909090909
Arkansas,AR,Cleveland County,5025,2019,5.9,5.2,54153,8128,18.4,937,668,103.92932551319649,91.31438905180842
Arkansas,AR,Cleveland County,5025,2020,3.6,2.6,53301,8063,14.7,894,709,103.92932551319649,91.31438905180842
Arkansas,AR,Cleveland County,5025,2021,2.1,1.8,52519,7632,12.4,637,724,103.92932551319649,91.31438905180842
Arkansas,AR,Cleveland County,5025,2022,1.3,0.2,48913,7548,13.6,599,766,103.92932551319649,91.31438905180842
Arkansas,AR,Columbia County,5027,2018,7.5,12.8,42655,23892,25.2,2199,1670,93.05818181818182,85.62727272727273
Arkansas,AR,Columbia County,5027,2019,10.1,11.6,41984,23776,25.0,2098,1557,94.54545454545455,87.5
Arkansas,AR,Columbia County,5027,2020,8.1,5.0,43250,23620,24.3,1927,1685,96.03545454545453,89.37727272727273
Arkansas,AR,Columbia County,5027,2021,6.6,2.0,44815,22947,23.4,2087,1837,97.52272727272727,91.25
Arkansas,AR,Columbia County,5027,2022,3.9,2.4,47441,22707,22.5,2333,1607,103.92932551319649,91.31438905180842
Arkansas,AR,Conway County,5029,2018,5.2,6.6,48611,20906,18.2,1975,2099,93.05818181818182,85.62727272727273
Arkansas,AR,Conway County,5029,2019,5.6,7.7,49650,20858,17.6,2418,1918,94.54545454545455,87.5
Arkansas,AR,Conway County,5029,2020,5.5,9.1,51124,20895,19.8,2214,2005,96.03545454545453,89.37727272727273
Arkansas,AR,Conway County,5029,2021,5.4,7.9,49935,20687,18.9,2157,1935,97.52272727272727,91.25
Arkansas,AR,Conway County,5029,2022,6.8,7.3,50282,20782,20.9,2148,1740,103.92932551319649,91.31438905180842
Arkansas,AR,Craighead County,5031,2018,6.3,5.4,54124,105701,18.4,13170,8816,123.39,97.72727272727273
Arkansas,AR,Craighead County,5031,2019,6.9,5.6,54852,107345,16.6,12365,10197,126.94545454545455,99.0909090909091
Arkansas,AR,Craighead County,5031,2020,6.7,4.9,57190,109081,17.7,11605,11275,130.5009090909091,100.45454545454545
Arkansas,AR,Craighead County,5031,2021,6.2,5.3,56449,109875,17.8,12620,11167,134.0563636363636,101.81818181818181
Arkansas,AR,Craighead County,5031,2022,6.7,5.1,55169,111038,19.1,12487,11488,103.92932551319649,91.31438905180842
Arkansas,AR,Crawford County,5033,2018,4.0,5.9,55010,62472,15.9,7711,5251,123.39,97.72727272727273
Arkansas,AR,Crawford County,5033,2019,3.4,5.5,54320,62739,17.2,7696,4888,126.94545454545455,99.0909090909091
Arkansas,AR,Crawford County,5033,2020,3.6,5.7,56327,63118,17.8,6939,4936,130.5009090909091,100.45454545454545
Arkansas,AR,Crawford County,5033,2021,3.6,5.6,56742,60483,17.7,6609,4696,134.0563636363636,101.81818181818181
Arkansas,AR,Crawford County,5033,2022,4.2,6.1,56702,60593,17.8,6208,4434,103.92932551319649,91.31438905180842
Arkansas,AR,Crittenden County,5035,2018,10.4,8.4,46022,49013,22.2,8084,3543,123.39,97.72727272727273
Arkansas,AR,Crittenden County,5035,2019,9.1,8.5,46587,48672,22.2,7707,3782,126.94545454545455,99.0909090909091
Arkansas,AR,Crittenden County,5035,2020,9.4,9.2,48742,48381,21.0,7688,3925,130.5009090909091,100.45454545454545
Arkansas,AR,Crittenden County,5035,2021,10.0,9.8,50633,48338,19.8,7228,4154,134.0563636363636,101.81818181818181
Arkansas,AR,Crittenden County,5035,2022,10.1,10.8,51860,47945,19.7,6957,3966,103.92932551319649,91.31438905180842
Arkansas,AR,Cross County,5037,2018,5.2,6.2,51729,16998,16.7,2049,1209,93.05818181818182,85.62727272727273
Arkansas,AR,Cross County,5037,2019,3.8,8.2,54273,16824,15.4,1676,1459,94.54545454545455,87.5
Arkansas,AR,Cross County,5037,2020,6.8,7.3,51036,16576,17.2,2052,1299,96.03545454545453,89.37727272727273
Arkansas,AR,Cross County,5037,2021,9.4,7.1,49319,16935,17.6,2012,1276,97.52272727272727,91.25
Arkansas,AR,Cross County,5037,2022,10.4,6.1,48129,16827,20.2,2081,1342,103.92932551319649,91.31438905180842
Arkansas,AR,Dallas County,5039,2018,3.4,6.4,43221,7432,14.3,450,572,93.05818181818182,85.62727272727273
Arkansas,AR,Dallas County,5039,2019,2.3,4.4,44164,7279,14.7,450,508,94.54545454545455,87.5
Arkansas,AR,Dallas County,5039,2020,9.2,4.6,40404,7114,13.4,380,463,96.03545454545453,89.37727272727273
Arkansas,AR,Dallas County,5039,2021,10.3,5.8,37427,6645,12.9,438,322,97.52272727272727,91.25
Arkansas,AR,Dallas County,5039,2022,8.6,2.9,40085,6472,11.9,462,457,103.92932551319649,91.31438905180842
Arkansas,AR,Desha County,5041,2018,12.8,8.8,35676,11887,29.1,1675,814,93.05818181818182,85.62727272727273
Arkansas,AR,Desha County,5041,2019,7.3,9.0,36996,11709,29.1,1604,790,94.54545454545455,87.5
Arkansas,AR,Desha County,5041,2020,4.5,5.5,36633,11538,25.5,1616,843,96.03545454545453,89.37727272727273
Arkansas,AR,Desha County,5041,2021,3.1,8.0,36292,11530,27.8,1558,717,97.52272727272727,91.25
Arkansas,AR,Desha County,5041,2022,4.0,6.2,38067,11285,27.2,1515,548,103.92932551319649,91.31438905180842
Arkansas,AR,Drew County,5043,2018,5.6,6.0,50757,18502,21.4,1585,1931,93.05818181818182,85.62727272727273
Arkansas,AR,Drew County,5043,2019,4.0,3.8,54517,18417,18.8,1681,1857,94.54545454545455,87.5
Arkansas,AR,Drew County,5043,2020,2.2,3.3,49363,18263,20.4,1832,1502,96.03545454545453,89.37727272727273
Arkansas,AR,Drew County,5043,2021,1.4,3.6,46751,17511,20.0,1552,1606,97.52272727272727,91.25
Arkansas,AR,Drew County,5043,2022,2.5,3.8,44968,17309,21.4,1548,1539,103.92932551319649,91.31438905180842
Arkansas,AR,Faulkner County,5045,2018,4.4,4.9,61277,122416,16.8,12697,12705,123.39,97.72727272727273
Arkansas,AR,Faulkner County,5045,2019,3.7,3.8,61279,123624,16.7,12881,12643,126.94545454545455,99.0909090909091
Arkansas,AR,Faulkner County,5045,2020,3.1,4.0,62320,124800,15.7,11754,14050,130.5009090909091,100.45454545454545
Arkansas,AR,Faulkner County,5045,2021,3.0,3.5,59781,123191,14.8,11653,13915,134.0563636363636,101.81818181818181
Arkansas,AR,Faulkner County,5045,2022,3.6,2.9,61273,124611,15.5,11274,13492,103.92932551319649,91.31438905180842
Arkansas,AR,Franklin County,5047,2018,1.7,4.4,46566,17780,21.9,1701,1843,93.05818181818182,85.62727272727273
Arkansas,AR,Franklin County,5047,2019,2.0,4.1,45151,17738,23.0,1781,1761,94.54545454545455,87.5
Arkansas,AR,Franklin County,5047,2020,7.7,3.2,43195,17785,22.3,1653,1808,96.03545454545453,89.37727272727273
Arkansas,AR,Franklin County,5047,2021,6.5,3.9,45920,17159,22.8,1569,1762,97.52272727272727,91.25
Arkansas,AR,Franklin County,5047,2022,7.2,3.4,47695,17160,20.2,1360,1679,103.92932551319649,91.31438905180842
Arkansas,AR,Fulton County,5049,2018,5.6,7.4,42697,12139,23.9,1115,770,93.05818181818182,85.62727272727273
Arkansas,AR,Fulton County,5049,2019,3.6,7.7,41070,12231,20.7,1089,888,94.54545454545455,87.5
Arkansas,AR,Fulton County,5049,2020,3.3,7.0,40565,12301,20.8,1148,869,96.03545454545453,89.37727272727273
Arkansas,AR,Fulton County,5049,2021,2.7,9.1,40276,12072,17.9,1070,1022,97.52272727272727,91.25
Arkansas,AR,Fulton County,5049,2022,1.2,2.2,38917,12183,15.3,1257,958,103.92932551319649,91.31438905180842
Arkansas,AR,Garland County,5051,2018,6.2,7.9,50912,98296,18.6,10201,5933,123.39,97.72727272727273
Arkansas,AR,Garland County,5051,2019,3.8,7.1,51941,98555,18.6,9981,6059,126.94545454545455,99.0909090909091
Arkansas,AR,Garland County,5051,2020,4.3,8.2,55373,99043,17.0,10262,5621,130.5009090909091,100.45454545454545
Arkansas,AR,Garland County,5051,2021,4.3,8.0,54484,99694,16.2,10084,5727,134.0563636363636,101.81818181818181
Arkansas,AR,Garland County,5051,2022,4.3,7.0,54229,100021,16.9,9710,5766,103.92932551319649,91.31438905180842
Arkansas,AR,Grant County,5053,2018,6.2,7.8,61266,18086,14.5,2140,1297,123.39,97.72727272727273
Arkansas,AR,Grant County,5053,2019,3.3,4.4,64250,18126,14.5,2059,1408,126.94545454545455,99.0909090909091
Arkansas,AR,Grant County,5053,2020,2.7,3.8,67909,18229,12.7,1948,1651,130.5009090909091,100.45454545454545
Arkansas,AR,Grant County,5053,2021,2.3,4.4,68102,17912,14.1,2043,1501,134.0563636363636,101.81818181818181
Arkansas,AR,Grant County,5053,2022,1.9,4.5,68598,18022,13.5,1809,1628,103.92932551319649,91.31438905180842
Arkansas,AR,Greene County,5055,2018,6.5,7.4,56046,44623,16.3,4605,4314,93.05818181818182,85.62727272727273
Arkansas,AR,Greene County,5055,2019,7.4,7.8,54585,44937,16.4,4810,4072,94.54545454545455,87.5
Arkansas,AR,Greene County,5055,2020,7.4,7.5,57595,45197,16.5,5073,3957,96.03545454545453,89.37727272727273
Arkansas,AR,Greene County,5055,2021,7.3,7.5,55990,45665,16.4,5154,3905,97.52272727272727,91.25
Arkansas,AR,Greene County,5055,2022,7.7,7.4,54879,45954,17.6,4882,3880,103.92932551319649,91.31438905180842
Arkansas,AR,Hempstead County,5057,2018,5.5,5.6,48799,22018,24.3,3290,1517,93.05818181818182,85.62727272727273
Arkansas,AR,Hempstead County,5057,2019,4.3,4.9,49718,21842,22.7,3161,1531,94.54545454545455,87.5
Arkansas,AR,Hempstead County,5057,2020,6.1,5.4,52307,21695,22.0,3207,1299,96.03545454545453,89.37727272727273
Arkansas,AR,Hempstead County,5057,2021,5.0,4.7,47515,20352,24.6,2980,1233,97.52272727272727,91.25
Arkansas,AR,Hempstead County,5057,2022,5.3,3.7,45049,20037,23.0,2812,1286,103.92932551319649,91.31438905180842
Arkansas,AR,Hot Spring County,5059,2018,4.5,9.9,48689,33520,17.6,2896,2829,93.05818181818182,85.62727272727273
Arkansas,AR,Hot Spring County,5059,2019,4.3,7.5,50911,33597,18.0,2802,2723,94.54545454545455,87.5
Arkansas,AR,Hot Spring County,5059,2020,2.8,8.1,53349,33667,15.3,3004,3013,96.03545454545453,89.37727272727273
Arkansas,AR,Hot Spring County,5059,2021,3.1,7.9,50929,33096,19.0,3133,2509,97.52272727272727,91.25
Arkansas,AR,Hot Spring County,5059,2022,2.8,6.3,50260,33129,19.7,2631,2327,103.92932551319649,91.31438905180842
Arkansas,AR,Howard County,5061,2018,8.1,4.9,42362,13389,19.2,2110,1102,93.05818181818182,85.62727272727273
Arkansas,AR,Howard County,5061,2019,9.0,4.8,41828,13311,19.4,1991,1197,94.54545454545455,87.5
Arkansas,AR,Howard County,5061,2020,9.2,3.9,43744,13267,19.3,2068,1061,96.03545454545453,89.37727272727273
Arkansas,AR,Howard County,5061,2021,8.2,3.4,43118,12894,20.3,1917,1130,97.52272727272727,91.25
Arkansas,AR,Howard County,5061,2022,8.0,4.9,44824,12779,18.3,1750,1214,103.92932551319649,91.31438905180842
Arkansas,AR,Independence County,5063,2018,5.9,4.0,51357,37264,17.3,3333,3102,93.05818181818182,85.62727272727273
Arkansas,AR,Independence County,5063,2019,5.0,4.5,51410,37427,16.7,3317,3251,94.54545454545455,87.5
Arkansas,AR,Independence County,5063,2020,3.5,5.1,56318,37585,15.2,3344,3503,96.03545454545453,89.37727272727273
Arkansas,AR,Independence County,5063,2021,4.6,6.2,54531,37796,17.7,3575,3459,97.52272727272727,91.25
Arkansas,AR,Independence County,5063,2022,4.7,5.7,52361,37910,19.3,3910,3443,103.92932551319649,91.31438905180842
Arkansas,AR,Izard County,5065,2018,3.2,14.8,47457,13559,17.1,938,1119,93.05818181818182,85.62727272727273
Arkansas,AR,Izard County,5065,2019,1.8,14.6,49736,13570,15.1,913,1065,94.54545454545455,87.5
Arkansas,AR,Izard County,5065,2020,3.8,16.7,49241,13596,15.2,1009,1003,96.03545454545453,89.37727272727273
Arkansas,AR,Izard County,5065,2021,4.5,8.8,49397,13653,15.7,1110,1029,97.52272727272727,91.25
Arkansas,AR,Izard County,5065,2022,6.6,8.1,46159,13748,19.7,977,876,103.92932551319649,91.31438905180842
Arkansas,AR,Jackson County,5067,2018,7.1,6.3,39145,17225,23.3,1753,911,93.05818181818182,85.62727272727273
Arkansas,AR,Jackson County,5067,2019,7.2,7.7,39566,17027,24.4,1622,1012,94.54545454545455,87.5
